RepRapFirmware height map file v2 generated at 2023-05-17 14:07, min error -0.122, max error 0.182, mean -0.008, deviation 0.049
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-90.00,90.10,-90.00,90.10,100.00,30.00,30.00,7,7
      0,      0,  0.182, -0.002, -0.122,      0,      0
      0,  0.033, -0.023, -0.011, -0.065, -0.040,      0
  0.070, -0.052, -0.015, -0.004, -0.016,  0.013, -0.024
  0.007, -0.062,  0.002,  0.035,  0.010,  0.002, -0.053
 -0.003, -0.047, -0.036, -0.023,  0.052,  0.047, -0.079
      0, -0.003, -0.028,  0.009, -0.022, -0.022,      0
      0,      0,  0.033, -0.002, -0.022,      0,      0
